frame_no,nose.x,nose.y,nose.prob,l.eye.x,l.eye.y,l.eye.prob,r.eye.x,r.eye.y,r.eye.prob,l.ear.x,l.ear.y,l.ear.prob,r.ear.x,r.ear.y,r.ear.prob,l.shoulder.x,l.shoulder.y,l.shoulder.prob,r.shoulder.x,r.shoulder.y,r.shoulder.prob,l.elbow.x,l.elbow.y,l.elbow.prob,r.elbow.x,r.elbow.y,r.elbow.prob,l.wrist.x,l.wrist.y,l.wrist.prob,r.wrist.x,r.wrist.y,r.wrist.prob,l.hip.x,l.hip.y,l.hip.prob,r.hip.x,r.hip.y,r.hip.prob,l.knee.x,l.knee.y,l.knee.prob,r.knee.x,r.knee.y,r.knee.prob,l.ankle.x,l.ankle.y,l.ankle.prob,r.ankle.x,r.ankle.y,r.ankle.prob
1,639.150505065918,342.01340675354004,0.8529387712478638,691.2017822265625,304.41426515579224,0.8511607050895691,594.7307968139648,302.77798891067505,0.8101215362548828,751.1363983154297,334.29632663726807,0.7268683910369873,543.101921081543,332.00657844543457,0.7441859245300293,835.4222869873047,539.5668983459473,0.5917945504188538,459.97825622558594,557.5657224655151,1.0492435693740845,1252.4583435058594,591.5412855148315,0.0010000000474974513,76.24583721160889,608.4115648269653,0.4114750921726227,888.6200714111328,499.3909692764282,0.0010000000474974513,446.2670135498047,484.1604423522949,0.40266117453575134,796.5901184082031,1027.6480865478516,0.0010000000474974513,460.1239776611328,1066.300048828125,0.0010000000474974513,796.5901184082031,1027.6480865478516,9.999999747378752e-06,460.1239776611328,1066.300048828125,9.999999747378752e-06,796.5901184082031,1027.6480865478516,9.999999747378752e-06,460.1239776611328,1066.300048828125,9.999999747378752e-06
2,639.9307250976562,341.0500645637512,0.8343995809555054,691.1183166503906,303.22370767593384,0.84401535987854,595.4516220092773,301.51288747787476,0.7778999209403992,750.7482147216797,330.9507751464844,0.7390232086181641,539.3924331665039,327.14916229248047,0.8045863509178162,805.8186340332031,548.1883764266968,0.5139777064323425,462.12730407714844,547.8956508636475,1.114394187927246,1241.859130859375,590.5650901794434,0.0010000000474974513,86.6457462310791,611.2664222717285,0.6059584617614746,884.1738891601562,499.0202236175537,0.0010000000474974513,456.07765197753906,489.3717384338379,0.4701649844646454,796.4012908935547,955.5871295928955,0.0010000000474974513,486.6554641723633,1016.4218616485596,0.0010000000474974513,796.4012908935547,955.5871295928955,9.999999747378752e-06,486.6554641723633,1016.4218616485596,9.999999747378752e-06,796.4012908935547,955.5871295928955,9.999999747378752e-06,486.6554641723633,1016.4218616485596,9.999999747378752e-06
3,638.8064193725586,339.72466707229614,0.9096097946166992,690.8447265625,301.58294677734375,0.890565812587738,594.199104309082,302.49109983444214,0.9710261821746826,749.4521331787109,328.99304151535034,0.7298152446746826,542.6452255249023,324.8285150527954,0.6941828727722168,825.0984954833984,551.7626667022705,0.5283803939819336,453.7114715576172,518.116307258606,0.6156190633773804,1245.105972290039,590.3398704528809,0.0010000000474974513,131.49808883666992,618.7907695770264,0.46477729082107544,884.8147583007812,492.46344566345215,0.0010000000474974513,416.1151885986328,435.4801940917969,0.410025030374527,820.7778167724609,1023.9802837371826,0.0010000000474974513,461.04209899902344,1087.2923469543457,0.0010000000474974513,820.7778167724609,1023.9802837371826,9.999999747378752e-06,461.04209899902344,1087.2923469543457,9.999999747378752e-06,820.7778167724609,1023.9802837371826,9.999999747378752e-06,461.04209899902344,1087.2923469543457,9.999999747378752e-06
4,639.6655654907227,341.5034008026123,0.7403250932693481,691.2213134765625,304.11956548690796,0.7933506965637207,593.1156921386719,301.5950918197632,0.6092453598976135,751.2824249267578,333.7504005432129,0.7000778317451477,529.184684753418,330.00672340393066,0.6232123374938965,825.4192352294922,588.2294225692749,0.5745095014572144,427.79125213623047,553.4795808792114,1.0333130359649658,1179.5567321777344,637.4972677230835,0.0010000000474974513,83.2356071472168,633.5463094711304,0.6315860748291016,873.8908386230469,504.43317890167236,0.0010000000474974513,398.6162567138672,399.85475063323975,0.5593715906143188,805.0583648681641,1009.4654560089111,0.0010000000474974513,466.1981201171875,1188.817949295044,0.0010000000474974513,805.0583648681641,1009.4654560089111,9.999999747378752e-06,466.1981201171875,1188.817949295044,9.999999747378752e-06,805.0583648681641,1009.4654560089111,9.999999747378752e-06,466.1981201171875,1188.817949295044,9.999999747378752e-06
5,640.3293609619141,342.77822256088257,0.8164047002792358,693.6014556884766,305.12155294418335,0.8322553634643555,595.2252197265625,303.4724450111389,0.7464076280593872,752.7281951904297,334.7188711166382,0.6822649836540222,545.4801177978516,329.9816608428955,0.734934389591217,827.2105407714844,584.845118522644,0.6766267418861389,428.8947296142578,556.5478992462158,1.1224863529205322,1126.3919830322266,645.4679775238037,0.0010000000474974513,120.86300849914551,643.0993509292603,0.8036339282989502,878.2632446289062,511.81341648101807,0.0010000000474974513,380.38726806640625,333.7383842468262,0.5419419407844543,834.0336608886719,1021.6569328308105,0.0010000000474974513,450.6377410888672,1172.455186843872,0.0010000000474974513,834.0336608886719,1021.6569328308105,9.999999747378752e-06,450.6377410888672,1172.455186843872,9.999999747378752e-06,834.0336608886719,1021.6569328308105,9.999999747378752e-06,450.6377410888672,1172.455186843872,9.999999747378752e-06
6,641.4572906494141,340.0019645690918,0.8260074853897095,693.3372497558594,302.6785969734192,0.8296834230422974,595.9835433959961,300.78452825546265,0.7798254489898682,752.4604034423828,331.16114616394043,0.71140056848526,545.2423477172852,330.88947057724,0.798778235912323,836.6576385498047,583.5509634017944,0.7305230498313904,436.4722442626953,559.3477392196655,1.0524570941925049,1171.8357849121094,648.1092023849487,0.0010000000474974513,110.29581069946289,647.3611450195312,0.7455556988716125,890.7136535644531,504.2197608947754,0.0010000000474974513,339.2020034790039,306.3445973396301,0.5175216197967529,832.1372985839844,1003.0908107757568,0.0010000000474974513,456.6791534423828,1149.5504093170166,0.0010000000474974513,832.1372985839844,1003.0908107757568,9.999999747378752e-06,456.6791534423828,1149.5504093170166,9.999999747378752e-06,832.1372985839844,1003.0908107757568,9.999999747378752e-06,456.6791534423828,1149.5504093170166,9.999999747378752e-06
7,642.6779174804688,341.5286350250244,0.8086731433868408,697.4271392822266,303.6863350868225,0.8359582424163818,597.8115081787109,300.6106996536255,0.7588270902633667,755.517578125,335.81422090530396,0.6883038878440857,545.6431579589844,327.6500916481018,0.7569704055786133,834.9330902099609,564.2825746536255,0.7450780272483826,440.4610824584961,556.56090259552,1.0185866355895996,1242.159194946289,592.7477216720581,0.0010000000474974513,115.80820083618164,656.7318820953369,0.7204985022544861,877.1792602539062,508.5633087158203,0.0010000000474974513,304.88386154174805,296.6287136077881,0.47905635833740234,823.5993957519531,1005.6141471862793,0.0010000000474974513,456.8583297729492,1151.0225772857666,0.0010000000474974513,823.5993957519531,1005.6141471862793,9.999999747378752e-06,456.8583297729492,1151.0225772857666,9.999999747378752e-06,823.5993957519531,1005.6141471862793,9.999999747378752e-06,456.8583297729492,1151.0225772857666,9.999999747378752e-06
8,644.6196746826172,342.41148948669434,0.8431446552276611,697.3668670654297,305.49787759780884,0.8612575531005859,600.169563293457,301.83011770248413,0.8193114995956421,757.0248413085938,337.01439142227173,0.7030304670333862,547.7533721923828,331.4607810974121,0.8157792091369629,834.3704223632812,567.030143737793,0.6794145107269287,440.9090042114258,561.5507984161377,1.0502197742462158,1221.04248046875,618.7650203704834,0.0010000000474974513,149.44341659545898,668.7144470214844,0.5991945862770081,888.7145233154297,510.5098628997803,0.0010000000474974513,293.9773368835449,287.4650001525879,0.4427821636199951,798.1022644042969,989.5895576477051,0.0010000000474974513,471.0746765136719,1136.5897178649902,0.0010000000474974513,798.1022644042969,989.5895576477051,9.999999747378752e-06,471.0746765136719,1136.5897178649902,9.999999747378752e-06,798.1022644042969,989.5895576477051,9.999999747378752e-06,471.0746765136719,1136.5897178649902,9.999999747378752e-06
9,645.4105377197266,341.3852119445801,0.8193587064743042,697.352294921875,305.1199436187744,0.8612651824951172,601.4736938476562,301.3138461112976,0.7764591574668884,756.0428619384766,337.9665970802307,0.7117730975151062,548.0960083007812,329.2748236656189,0.7803422808647156,836.561279296875,568.8419008255005,0.7261103987693787,440.2056121826172,560.5321168899536,1.0306342840194702,1255.1544952392578,596.9707202911377,0.0010000000474974513,141.3779354095459,668.9791059494019,0.648514449596405,888.2095336914062,511.43584728240967,0.0010000000474974513,285.421085357666,293.45821380615234,0.46673059463500977,833.4815216064453,1083.8237571716309,0.0010000000474974513,471.9255828857422,1135.6714153289795,0.0010000000474974513,833.4815216064453,1083.8237571716309,9.999999747378752e-06,471.9255828857422,1135.6714153289795,9.999999747378752e-06,833.4815216064453,1083.8237571716309,9.999999747378752e-06,471.9255828857422,1135.6714153289795,9.999999747378752e-06
10,644.5368194580078,340.9575390815735,0.8202157020568848,695.9495544433594,304.6501064300537,0.8436726927757263,600.9758758544922,301.15898609161377,0.7823914289474487,756.4213562011719,336.1754822731018,0.7349938154220581,547.0431518554688,329.6781849861145,0.8039712309837341,831.3768005371094,567.5245714187622,0.6561792492866516,438.80725860595703,559.072437286377,1.0560874938964844,1238.5082244873047,601.0702514648438,0.0010000000474974513,128.4247589111328,680.3380680084229,0.6997596621513367,901.0858154296875,517.633638381958,0.0010000000474974513,301.64037704467773,297.01866388320923,0.5027232766151428,830.2190399169922,958.940019607544,0.0010000000474974513,468.5200881958008,1139.9032974243164,0.0010000000474974513,830.2190399169922,958.940019607544,9.999999747378752e-06,468.5200881958008,1139.9032974243164,9.999999747378752e-06,830.2190399169922,958.940019607544,9.999999747378752e-06,468.5200881958008,1139.9032974243164,9.999999747378752e-06
