frame_no,nose.x,nose.y,nose.prob,l.eye.x,l.eye.y,l.eye.prob,r.eye.x,r.eye.y,r.eye.prob,l.ear.x,l.ear.y,l.ear.prob,r.ear.x,r.ear.y,r.ear.prob,l.shoulder.x,l.shoulder.y,l.shoulder.prob,r.shoulder.x,r.shoulder.y,r.shoulder.prob,l.elbow.x,l.elbow.y,l.elbow.prob,r.elbow.x,r.elbow.y,r.elbow.prob,l.wrist.x,l.wrist.y,l.wrist.prob,r.wrist.x,r.wrist.y,r.wrist.prob,l.hip.x,l.hip.y,l.hip.prob,r.hip.x,r.hip.y,r.hip.prob,l.knee.x,l.knee.y,l.knee.prob,r.knee.x,r.knee.y,r.knee.prob,l.ankle.x,l.ankle.y,l.ankle.prob,r.ankle.x,r.ankle.y,r.ankle.prob
11,646.7179107666016,252.18229293823242,0.0010000000474974513,681.8389129638672,219.25912857055664,0.0010000000474974513,603.535041809082,190.72917938232422,0.597897469997406,672.8432464599609,236.12184047698975,0.0010000000474974513,505.78712463378906,175.3327989578247,0.7415777444839478,630.4150009155273,388.07536125183105,0.0010000000474974513,333.17684173583984,283.73711585998535,0.9915412068367004,680.4828643798828,594.6766090393066,0.0010000000474974513,134.69538688659668,420.26939392089844,0.7653528451919556,533.2399368286133,427.1939277648926,0.0010000000474974513,192.27615356445312,553.8472366333008,0.0010000000474974513,578.6698913574219,721.4606094360352,0.0010000000474974513,258.5581970214844,707.1039962768555,0.0010000000474974513,578.6698913574219,721.4606094360352,9.999999747378752e-06,258.5581970214844,707.1039962768555,9.999999747378752e-06,578.6698913574219,721.4606094360352,9.999999747378752e-06,258.5581970214844,707.1039962768555,9.999999747378752e-06
12,249.3991470336914,267.2376537322998,0.8979052305221558,298.3183288574219,207.43802547454834,0.8476263880729675,189.92382049560547,221.32819175720215,0.8519563674926758,382.29637145996094,188.59743118286133,0.6736566424369812,130.4761028289795,237.57817268371582,0.7043654918670654,425.6139373779297,286.6626262664795,0.6270039081573486,47.57293224334717,355.3576183319092,0.36161473393440247,542.8728103637695,555.4846000671387,0.0010000000474974513,85.40030479431152,540.9243965148926,0.0010000000474974513,514.5644760131836,541.0723114013672,0.0010000000474974513,189.74000930786133,455.09931564331055,0.0010000000474974513,430.8622741699219,660.3982543945312,0.0010000000474974513,138.51880073547363,718.414306640625,0.0010000000474974513,430.8622741699219,660.3982543945312,9.999999747378752e-06,138.51880073547363,718.414306640625,9.999999747378752e-06,430.8622741699219,660.3982543945312,9.999999747378752e-06,138.51880073547363,718.414306640625,9.999999747378752e-06
13,245.71125030517578,358.98356437683105,0.9794214963912964,290.60279846191406,284.83901023864746,0.9033401012420654,172.13388442993164,307.48701095581055,0.8983060717582703,359.7768020629883,248.13700675964355,0.7386518716812134,117.6266098022461,315.19423484802246,0.49676868319511414,488.22132110595703,290.326509475708,0.5556265115737915,92.49369621276855,385.607213973999,0.2593129873275757,603.5966110229492,254.44418907165527,0.0010000000474974513,32.88344621658325,556.1854362487793,0.0010000000474974513,616.8140029907227,479.3352699279785,0.0010000000474974513,109.03059959411621,545.3421020507812,0.0010000000474974513,601.4519882202148,649.6350288391113,0.0010000000474974513,185.0371551513672,677.2167205810547,0.0010000000474974513,601.4519882202148,649.6350288391113,9.999999747378752e-06,185.0371551513672,677.2167205810547,9.999999747378752e-06,601.4519882202148,649.6350288391113,9.999999747378752e-06,185.0371551513672,677.2167205810547,9.999999747378752e-06
14,365.45047760009766,-0.8837409317493439,0.0010000000474974513,399.0773391723633,-32.396031618118286,0.0010000000474974513,328.0997848510742,-34.34520721435547,0.0010000000474974513,445.4174041748047,-17.042686343193054,0.0010000000474974513,276.6073226928711,-13.715528547763824,0.0010000000474974513,505.19641876220703,130.7649564743042,0.8210734724998474,217.51264572143555,125.25136470794678,0.8855712413787842,600.4867172241211,297.52718925476074,0.755553126335144,139.47489738464355,323.6410903930664,0.9553884863853455,631.0643005371094,540.9112930297852,0.0010000000474974513,108.70429992675781,507.43566513061523,0.0010000000474974513,446.91673278808594,410.44529914855957,0.45516717433929443,250.41126251220703,419.2506980895996,0.7721330523490906,620.1533889770508,521.5644836425781,0.0010000000474974513,98.86534690856934,631.2020301818848,0.0010000000474974513,620.1533889770508,521.5644836425781,9.999999747378752e-06,98.86534690856934,631.2020301818848,9.999999747378752e-06
15,299.9674987792969,40.67750930786133,0.0010000000474974513,334.66983795166016,-2.104048803448677,0.0010000000474974513,266.98583602905273,-2.821248471736908,0.0010000000474974513,381.0325622558594,-3.2677289843559265,0.0010000000474974513,222.9633903503418,0.03728520590811968,0.37649691104888916,432.0998764038086,100.67015647888184,0.8856703042984009,179.68481063842773,105.22592782974243,0.9407749176025391,513.3679580688477,310.12152671813965,0.8439161777496338,156.63185119628906,318.259334564209,1.004286289215088,612.1035003662109,500.61275482177734,0.0010000000474974513,105.14301300048828,507.4453926086426,0.0010000000474974513,385.49034118652344,312.8463077545166,0.6786038875579834,248.87907028198242,357.6372241973877,0.8007196187973022,497.5558853149414,355.5328845977783,0.0010000000474974513,225.6298065185547,517.1038055419922,0.0010000000474974513,587.6471710205078,551.0825157165527,0.0010000000474974513,363.52733612060547,554.2838287353516,0.0010000000474974513
16,316.7323875427246,119.93363857269287,0.8556725382804871,349.01824951171875,82.31637239456177,0.9004035592079163,283.95620346069336,79.54058647155762,0.7922134399414062,388.21117401123047,64.99759912490845,0.5120596885681152,245.6838607788086,62.03397989273071,0.751805305480957,423.6504364013672,155.64963340759277,0.839802622795105,207.86310195922852,122.13525295257568,0.9420879483222961,502.68035888671875,329.40722465515137,0.5947476029396057,175.5953025817871,320.94969749450684,1.0198782682418823,584.2728042602539,471.8459129333496,0.0010000000474974513,111.05439186096191,497.69840240478516,0.0010000000474974513,340.5345153808594,270.28032302856445,0.5846617817878723,235.2426528930664,334.51372146606445,0.5398105382919312,439.6712112426758,347.4576759338379,0.0010000000474974513,246.26956939697266,491.40003204345703,0.0010000000474974513,367.4155044555664,335.5103302001953,0.0010000000474974513,202.55176544189453,550.3946685791016,0.0007986726122908294
17,407.37728118896484,59.32855010032654,0.704783022403717,445.5381393432617,8.37200939655304,0.6776576638221741,364.2094421386719,12.334127426147461,0.5892312526702881,491.98184967041016,-10.116516351699829,0.0010000000474974513,312.04532623291016,15.269562005996704,0.627449631690979,533.414306640625,89.94824409484863,0.7968984842300415,275.86462020874023,113.11439752578735,0.9342267513275146,559.2124938964844,300.7411766052246,0.6899091005325317,213.2866668701172,335.18054008483887,0.9856087565422058,626.6243743896484,540.0799942016602,0.0010000000474974513,110.74609756469727,511.18309020996094,0.0010000000474974513,468.7646484375,286.29690170288086,0.6680195331573486,355.9121322631836,301.0941696166992,0.7391648292541504,459.3386459350586,403.14571380615234,0.4865005314350128,267.80052185058594,395.23704528808594,0.0010000000474974513,415.5243682861328,398.6126232147217,0.0010000000474974513,202.2916603088379,565.4723167419434,0.0010000000474974513
18,312.4235725402832,-113.10446977615356,9.999999747378752e-06,528.0749130249023,-135.12484073638916,9.999999747378752e-06,312.4235725402832,-113.10446977615356,9.999999747378752e-06,528.0749130249023,-135.12484073638916,0.0010000000474974513,312.4235725402832,-113.10446977615356,0.0010000000474974513,552.7524566650391,36.247111558914185,0.637136697769165,217.04952239990234,27.52341091632843,0.8951231241226196,551.688232421875,331.5394878387451,0.5184891223907471,175.9718894958496,296.28061294555664,1.0162605047225952,639.4641494750977,582.0634460449219,0.0010000000474974513,96.83085441589355,522.5820922851562,0.0010000000474974513,372.0637512207031,304.1040515899658,0.26787862181663513,238.82001876831055,337.4739933013916,0.6533141136169434,441.87023162841797,374.92335319519043,0.0010000000474974513,285.9798049926758,481.201114654541,0.0010000000474974513,326.2094497680664,320.15756607055664,0.0010000000474974513,289.3496322631836,543.5049819946289,0.0010000000474974513
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,230.59236526489258,-19.947336316108704,9.999999747378752e-06,438.83575439453125,-79.50653314590454,9.999999747378752e-06,230.59236526489258,-19.947336316108704,9.999999747378752e-06,438.83575439453125,-79.50653314590454,0.0009828755864873528,230.59236526489258,-19.947336316108704,9.999999747378752e-06,450.6909942626953,-66.78985834121704,0.0010000000474974513,230.59236526489258,-19.947336316108704,0.0010000000474974513,559.6246337890625,64.85798835754395,0.9472284913063049,142.47357368469238,69.70067024230957,0.0010000000474974513,542.7774047851562,203.59222412109375,0.8704464435577393,170.11117935180664,211.7328929901123,0.0010000000474974513,438.7233352661133,298.87146949768066,0.0010000000474974513,262.85085678100586,293.102502822876,0.0010000000474974513,435.958251953125,595.1092529296875,0.0010000000474974513,146.09556198120117,515.4771995544434,0.0010000000474974513,435.958251953125,595.1092529296875,9.999999747378752e-06,99.55652236938477,614.4279098510742,0.0010000000474974513
22,340.56957244873047,-92.00530529022217,9.999999747378752e-06,459.33292388916016,-95.85988998413086,9.999999747378752e-06,340.56957244873047,-92.00530529022217,9.999999747378752e-06,459.33292388916016,-95.85988998413086,0.0010000000474974513,340.56957244873047,-92.00530529022217,0.0010000000474974513,505.10486602783203,0.29457039199769497,0.0010000000474974513,266.3566207885742,-31.20494842529297,0.0010000000474974513,525.6913757324219,157.3926830291748,0.0010000000474974513,218.1422996520996,147.1207094192505,1.012415885925293,530.068473815918,320.71606636047363,0.0010000000474974513,199.9424171447754,294.3234157562256,0.8898311853408813,442.02117919921875,298.826265335083,0.0010000000474974513,290.6872367858887,288.9698123931885,0.0010000000474974513,430.72559356689453,586.3076591491699,0.0010000000474974513,162.52744674682617,496.35034561157227,0.0010000000474974513,430.72559356689453,586.3076591491699,9.999999747378752e-06,86.14770889282227,652.4479293823242,0.0010000000474974513
23,370.28820037841797,-119.00265455245972,9.999999747378752e-06,498.63964080810547,-138.26764583587646,9.999999747378752e-06,370.28820037841797,-119.00265455245972,9.999999747378752e-06,498.63964080810547,-138.26764583587646,0.0010000000474974513,370.28820037841797,-119.00265455245972,0.0010000000474974513,578.3271026611328,2.997310236096382,0.7045993208885193,284.74071502685547,-40.94861626625061,0.0010000000474974513,618.1865310668945,233.21155071258545,0.6539912819862366,241.25795364379883,236.63975715637207,0.0010000000474974513,700.5912017822266,426.70841217041016,0.0010000000474974513,287.8681182861328,534.1420555114746,0.0010000000474974513,443.69895935058594,287.1980381011963,1.0949532985687256,262.0888900756836,285.4786205291748,0.7703651785850525,469.71168518066406,603.6892318725586,0.0010000000474974513,110.6393051147461,551.8455505371094,0.0010000000474974513,469.71168518066406,603.6892318725586,9.999999747378752e-06,110.6393051147461,551.8455505371094,9.999999747378752e-06
24,422.16941833496094,-17.828904390335083,0.0010000000474974513,446.2218475341797,-41.569215059280396,0.0010000000474974513,394.84092712402344,-36.29284858703613,0.0010000000474974513,499.97711181640625,-55.61869740486145,0.0010000000474974513,367.1470260620117,-18.0057692527771,0.0010000000474974513,583.7315368652344,29.038615822792053,0.7898799777030945,360.6722640991211,101.05726718902588,0.6379358172416687,648.7071990966797,242.5327491760254,0.0010000000474974513,303.65795135498047,268.47607612609863,0.7493112683296204,683.7425231933594,361.97150230407715,0.0010000000474974513,295.46499252319336,382.8505325317383,0.7595055103302002,517.1105575561523,361.6926670074463,0.8632453680038452,367.00565338134766,339.3328285217285,0.7458561062812805,455.2517318725586,451.3742923736572,1.0261842012405396,228.89698028564453,405.97211837768555,0.5287742018699646,495.79769134521484,669.3572616577148,0.0010000000474974513,206.2199592590332,564.5710945129395,0.0010000000474974513
25,486.2778854370117,27.609066367149353,0.0010000000474974513,508.7952423095703,-2.968665361404419,0.0010000000474974513,461.533203125,10.852980315685272,0.0010000000474974513,558.0934143066406,-7.966625690460205,0.0010000000474974513,444.5568084716797,28.728879690170288,0.0010000000474974513,630.5492401123047,91.26874923706055,0.6375107169151306,442.9927444458008,127.41123676300049,0.6567553281784058,700.3662109375,222.57439613342285,0.0010000000474974513,406.6447067260742,263.01220893859863,0.2645609676837921,648.0223083496094,335.82186698913574,0.0010000000474974513,391.54518127441406,259.1674518585205,0.0010000000474974513,536.7901992797852,352.6314067840576,0.7021406292915344,418.0432891845703,312.0354652404785,0.611172616481781,466.1803436279297,428.80908966064453,0.886242151260376,261.0895347595215,343.88322830200195,0.4774896502494812,385.4244613647461,515.4144287109375,0.0010000000474974513,352.86720275878906,448.2831859588623,0.0010000000474974513
26,509.2384719848633,59.74812626838684,0.78481125831604,534.721565246582,36.41184210777283,0.6916816234588623,488.3000183105469,43.692805767059326,0.8575519919395447,583.5522842407227,42.95143246650696,0.647724449634552,471.47125244140625,58.782498836517334,0.0010000000474974513,629.5204544067383,135.2162790298462,0.6783506870269775,449.5280456542969,145.02150535583496,0.6783262491226196,697.2642517089844,234.72784996032715,0.0010000000474974513,391.6546630859375,270.5481433868408,0.5480123162269592,648.3714294433594,325.7127571105957,0.0010000000474974513,327.58453369140625,280.6727886199951,0.0010000000474974513,521.8479156494141,375.19835472106934,0.5937508940696716,424.0754699707031,321.0292053222656,0.7005785703659058,315.9037780761719,346.5359687805176,0.6424514055252075,258.8228225708008,291.0999011993408,0.9795317053794861,82.13285446166992,472.1022891998291,0.34353652596473694,62.357048988342285,457.7990913391113,0.4663749039173126
27,419.2042541503906,64.53561544418335,0.8831455111503601,440.7267761230469,44.17320728302002,0.8092530965805054,399.67647552490234,51.525009870529175,0.9194846749305725,484.4771194458008,50.232635736465454,0.7778794169425964,384.64569091796875,70.00792980194092,0.3574351668357849,536.7802047729492,139.30805683135986,0.8624035716056824,378.0233383178711,161.96077823638916,0.8399145007133484,606.8643569946289,283.3442687988281,0.8228420615196228,351.1045837402344,293.7371349334717,0.7459158301353455,637.3085021972656,444.70224380493164,0.3651885688304901,272.23363876342773,328.0844306945801,0.0010000000474974513,495.83438873291016,366.8096923828125,0.9314851760864258,397.01377868652344,345.91901779174805,0.6559367179870605,291.85510635375977,336.8443965911865,1.0418579578399658,220.98283767700195,326.37834548950195,0.6370835304260254,84.55655097961426,476.4269542694092,0.3644651472568512,87.37224578857422,467.44614601135254,0.31665027141571045
28,418.79127502441406,65.15560626983643,0.8856037259101868,440.4368591308594,43.72525691986084,0.805522620677948,399.70935821533203,50.81836938858032,0.9266439080238342,484.5214080810547,47.85402059555054,0.7785731554031372,384.2865753173828,67.0316219329834,0.303299218416214,538.9731216430664,141.25821590423584,0.8575201034545898,375.71266174316406,161.92625999450684,0.8582237958908081,606.878662109375,285.86108207702637,0.8427119255065918,346.3793182373047,293.2825469970703,0.7465395927429199,642.1408081054688,441.5068531036377,0.0010000000474974513,251.76895141601562,327.30297088623047,0.0010000000474974513,498.3974075317383,369.65126037597656,0.9758530855178833,393.94100189208984,346.86713218688965,0.629643440246582,290.3761100769043,336.34300231933594,1.0941193103790283,198.09968948364258,324.4028091430664,0.553947925567627,85.3386402130127,475.9896755218506,0.43104997277259827,88.45118522644043,465.3545093536377,0.2983948588371277
29,429.2442321777344,67.92129278182983,0.8888468146324158,450.84861755371094,46.981709003448486,0.8380515575408936,410.3094482421875,54.41011905670166,0.9365652799606323,495.73211669921875,52.793898582458496,0.8046322464942932,396.3125991821289,69.30920362472534,0.31495973467826843,549.040641784668,143.64256381988525,0.8797341585159302,387.78141021728516,161.95229530334473,0.874510645866394,611.6199111938477,290.95659255981445,0.8500774502754211,351.3723373413086,291.3494396209717,0.7413333058357239,637.1222305297852,442.47968673706055,0.34147605299949646,259.5603561401367,334.156551361084,0.0010000000474974513,497.91969299316406,370.45841217041016,0.9734475016593933,399.2569351196289,345.2874755859375,0.6713043451309204,288.65026473999023,336.1123466491699,1.1287968158721924,219.11470413208008,334.8145580291748,0.5797434449195862,79.18008804321289,502.92125701904297,0.0010000000474974513,86.74201965332031,469.5337772369385,0.28706613183021545
30,463.48621368408203,73.04022073745728,0.9132663607597351,486.17286682128906,52.48067021369934,0.8639522194862366,446.0289001464844,56.523810625076294,0.9254991412162781,529.750862121582,59.441049098968506,0.8271622657775879,431.6335678100586,66.2972903251648,0.0010000000474974513,580.4743194580078,155.9758758544922,0.9131371974945068,412.74478912353516,159.38220977783203,0.8947280645370483,625.7590103149414,301.22182846069336,0.8228224515914917,359.1403579711914,278.58530044555664,0.7509435415267944,634.7941970825195,433.2945156097412,0.3325295150279999,300.2769660949707,299.27295684814453,0.0010000000474974513,509.19178009033203,374.83798027038574,0.9657307267189026,403.05118560791016,346.18743896484375,0.6679673194885254,285.46865463256836,333.5181713104248,1.040502667427063,216.7925262451172,311.8450927734375,0.6506074070930481,79.8436450958252,484.72103118896484,0.0010000000474974513,52.483086585998535,454.777135848999,0.0010000000474974513
31,477.86258697509766,76.6819953918457,0.9617409110069275,501.74964904785156,58.27112317085266,0.9622923135757446,462.42584228515625,60.94877243041992,1.0202778577804565,546.5365600585938,65.278000831604,0.8848740458488464,446.9321823120117,67.53409624099731,0.0010000000474974513,590.381965637207,160.7638120651245,0.8741602897644043,421.143798828125,164.29770469665527,0.8483973741531372,626.1509704589844,311.6853904724121,0.7402944564819336,369.8824691772461,272.05896377563477,0.7123371958732605,647.8603363037109,432.7837085723877,0.0010000000474974513,326.5840148925781,292.6234245300293,0.0010000000474974513,503.0268096923828,368.6634922027588,0.851268470287323,403.5047912597656,340.1293659210205,0.6451956033706665,284.87335205078125,325.6267833709717,0.8836032152175903,222.50444412231445,302.9124641418457,0.6413280367851257,59.03189659118652,485.66144943237305,0.0010000000474974513,-19.033139944076538,426.99623107910156,0.0010000000474974513
