frame_no,nose.x,nose.y,nose.prob,l.eye.x,l.eye.y,l.eye.prob,r.eye.x,r.eye.y,r.eye.prob,l.ear.x,l.ear.y,l.ear.prob,r.ear.x,r.ear.y,r.ear.prob,l.shoulder.x,l.shoulder.y,l.shoulder.prob,r.shoulder.x,r.shoulder.y,r.shoulder.prob,l.elbow.x,l.elbow.y,l.elbow.prob,r.elbow.x,r.elbow.y,r.elbow.prob,l.wrist.x,l.wrist.y,l.wrist.prob,r.wrist.x,r.wrist.y,r.wrist.prob,l.hip.x,l.hip.y,l.hip.prob,r.hip.x,r.hip.y,r.hip.prob,l.knee.x,l.knee.y,l.knee.prob,r.knee.x,r.knee.y,r.knee.prob,l.ankle.x,l.ankle.y,l.ankle.prob,r.ankle.x,r.ankle.y,r.ankle.prob
1,378.9187240600586,120.33491134643555,0.9024965763092041,387.1969223022461,108.05902004241943,0.8875041604042053,365.4456329345703,107.4120569229126,0.8482732176780701,394.29969787597656,114.41957473754883,0.0010000000474974513,337.2325897216797,113.90241622924805,0.8104633688926697,375.01922607421875,177.7860403060913,0.8065774440765381,328.3679962158203,186.84391021728516,0.8911354541778564,397.70652770996094,258.4017276763916,0.7552638053894043,351.06151580810547,279.8712158203125,0.8779379725456238,445.4196548461914,288.0403232574463,0.6721574068069458,434.45899963378906,302.0702362060547,0.8539271950721741,397.1535110473633,322.4077320098877,0.7906097769737244,364.84901428222656,340.0114345550537,1.0000296831130981,536.397590637207,353.7579917907715,0.6237209439277649,529.907112121582,372.9715061187744,0.8874244689941406,569.7650909423828,492.5163459777832,0.0010000000474974513,583.2271957397461,521.3658714294434,0.0010000000474974513
2,380.02941131591797,112.33481884002686,1.0309497117996216,387.40196228027344,102.58221387863159,0.9208713173866272,364.93629455566406,100.65356969833374,0.9350920915603638,394.1949462890625,113.24521064758301,0.0010000000474974513,339.8294448852539,110.23962736129761,0.8820905089378357,371.3685989379883,179.60402011871338,0.8340142965316772,329.20909881591797,183.83201122283936,0.8932775259017944,393.56990814208984,261.6207790374756,0.7499233484268188,350.98949432373047,281.5235710144043,0.8419987559318542,444.3062210083008,290.9663486480713,0.6255754232406616,438.55640411376953,303.6211681365967,0.8077776432037354,396.66221618652344,325.46607971191406,0.7423102259635925,361.3240051269531,341.4539051055908,0.8693651556968689,535.7062149047852,356.73651695251465,0.6402803659439087,527.2821426391602,376.32948875427246,0.7913288474082947,578.1436538696289,504.15916442871094,0.0010000000474974513,578.7382125854492,519.7711372375488,0.0010000000474974513
3,380.2193069458008,109.78517532348633,1.0139720439910889,386.80564880371094,100.59895992279053,0.9079057574272156,364.45987701416016,99.58329677581787,0.9263466000556946,393.44051361083984,111.83693647384644,0.0010000000474974513,339.7979736328125,109.72580194473267,0.8719124794006348,371.47422790527344,179.08358573913574,0.8343403339385986,330.1552200317383,182.07364082336426,0.8881334662437439,397.00183868408203,263.4609317779541,0.7500858306884766,352.9005813598633,280.0437927246094,0.8399714827537537,446.8075180053711,288.15181732177734,0.6243594884872437,440.3970718383789,304.8310375213623,0.8207438588142395,397.27588653564453,323.8856792449951,0.7512967586517334,364.3163299560547,340.0225353240967,0.8822558522224426,537.4721908569336,356.53882026672363,0.5923170447349548,529.8262786865234,374.6576499938965,0.8509916067123413,568.6394882202148,493.45802307128906,0.0010000000474974513,584.6926116943359,522.1796607971191,0.0010000000474974513
4,381.1048889160156,105.88234663009644,0.8922997117042542,388.7572479248047,96.64498329162598,0.8766714334487915,366.6292190551758,96.13315343856812,0.8520646691322327,395.5375671386719,107.19682931900024,0.0010000000474974513,341.7364501953125,107.5778317451477,0.8227159380912781,374.39056396484375,175.3236436843872,0.825617790222168,334.609375,183.85897636413574,0.9604467153549194,398.4828567504883,263.329553604126,0.7544113993644714,357.07874298095703,281.98225021362305,0.9158036112785339,449.18495178222656,293.82659912109375,0.6337684988975525,438.4849166870117,304.4275760650635,0.8618265986442566,395.60447692871094,324.2889976501465,0.8502343893051147,363.77254486083984,342.2828006744385,1.0229759216308594,538.6365127563477,347.52628326416016,0.7504528164863586,526.2608337402344,373.7315082550049,0.904986560344696,566.8398284912109,492.6552200317383,0.0010000000474974513,576.3825607299805,521.9580459594727,0.0010000000474974513
5,379.814453125,109.4308590888977,0.9981597661972046,386.0619354248047,99.5961856842041,0.8861634731292725,364.3943786621094,98.33755731582642,0.9191584587097168,392.44815826416016,109.30481672286987,0.0010000000474974513,339.6628952026367,107.92513132095337,0.8665966391563416,372.0692443847656,178.467435836792,0.7944098114967346,328.2766342163086,182.78722286224365,0.8712317943572998,393.51985931396484,265.78834533691406,0.5908203125,343.3768844604492,287.91192054748535,0.7703663110733032,426.8705749511719,277.3033332824707,0.4785018563270569,421.9581985473633,291.9998359680176,0.7885285019874573,392.32505798339844,327.163782119751,0.7658180594444275,354.3183135986328,342.0534896850586,0.8634418249130249,538.8551330566406,350.09490966796875,0.6480624079704285,528.9309310913086,373.0752468109131,0.7520391345024109,570.8418273925781,499.6055030822754,0.0010000000474974513,574.6163940429688,522.0457077026367,0.0010000000474974513
6,374.1745376586914,109.17630672454834,0.8778570890426636,382.09205627441406,99.81841564178467,0.875333309173584,360.37670135498047,98.8636064529419,0.8325419425964355,389.0638732910156,110.237717628479,0.0010000000474974513,335.379638671875,109.1476321220398,0.8015387058258057,371.3731002807617,178.3797311782837,0.7998471260070801,325.1738739013672,183.2255744934082,0.9234824180603027,392.7177047729492,266.64050102233887,0.5570719242095947,343.0299377441406,285.84056854248047,0.8830085396766663,430.2315902709961,283.71551513671875,0.4310682415962219,423.22582244873047,300.6286811828613,0.8314658999443054,398.98902893066406,322.1345901489258,0.8014556765556335,365.0398254394531,339.1736125946045,0.9750028252601624,535.7770919799805,353.09741020202637,0.6539795994758606,531.0297775268555,374.65564727783203,0.8019375801086426,572.2524642944336,497.44800567626953,0.0010000000474974513,575.0746917724609,526.955623626709,0.0010000000474974513
7,374.64717864990234,108.98561954498291,0.8842449188232422,382.2886657714844,99.71978902816772,0.8721502423286438,361.08264923095703,98.7915587425232,0.8788008689880371,388.5442352294922,109.86584186553955,0.0010000000474974513,335.5232238769531,108.9851975440979,0.8905218243598938,370.84667205810547,179.29787635803223,0.8477734327316284,326.71852111816406,181.62207126617432,0.992710530757904,394.9699020385742,265.2356243133545,0.625994086265564,344.6441650390625,285.3065872192383,0.8681497573852539,432.7726364135742,287.09678649902344,0.5106877088546753,420.1238250732422,303.4829807281494,0.8279886245727539,404.49119567871094,321.39927864074707,0.7563744783401489,368.0990219116211,335.7842445373535,0.9261685013771057,539.7636413574219,350.8311080932617,0.6646733283996582,532.5687026977539,370.40791511535645,0.8021331429481506,566.8749237060547,487.1325874328613,0.0010000000474974513,566.3021850585938,517.7281951904297,0.0010000000474974513
8,376.5521240234375,107.33781337738037,0.9127592444419861,384.6328353881836,97.66832113265991,0.9084950685501099,362.3222351074219,96.98487281799316,0.866723358631134,391.59351348876953,108.08370351791382,0.0010000000474974513,336.38023376464844,107.5124716758728,0.8440847396850586,375.8460998535156,177.07683563232422,0.8178433775901794,326.6073989868164,183.92555236816406,0.9806632995605469,397.2541046142578,264.6402168273926,0.6826372146606445,343.1792449951172,285.487060546875,0.8978801369667053,431.00650787353516,284.9509620666504,0.5189891457557678,420.67615509033203,301.93519592285156,0.8380770683288574,399.73655700683594,321.91683769226074,0.6786242127418518,364.68616485595703,341.35010719299316,0.9055243730545044,530.3599548339844,345.39965629577637,0.3778117895126343,515.2297973632812,363.87908935546875,0.6194604635238647,528.9181137084961,509.99170303344727,0.0010000000474974513,540.5970764160156,525.5496597290039,0.0010000000474974513
9,377.4923324584961,110.55859565734863,0.8992218375205994,387.6974868774414,100.72505950927734,0.8900899887084961,364.26143646240234,98.9478349685669,0.8637365698814392,397.5053024291992,113.98369789123535,0.0010000000474974513,339.4746398925781,108.72879266738892,0.8727373480796814,387.0109558105469,180.7822322845459,0.9066184163093567,324.5010757446289,184.18044090270996,0.9879444241523743,404.8052978515625,257.1782398223877,0.7018514275550842,330.06507873535156,281.9385051727295,0.9084402322769165,444.1157531738281,290.7426166534424,0.698762059211731,408.8053512573242,302.83616065979004,0.8728421330451965,415.9389114379883,317.3686695098877,0.8036625981330872,371.25011444091797,331.69907569885254,0.9111003875732422,545.5523681640625,356.6879653930664,0.808378279209137,513.4427261352539,371.14399909973145,0.7854588031768799,552.2188949584961,500.75294494628906,0.0010000000474974513,510.5733108520508,517.8548812866211,0.0010000000474974513
10,382.65281677246094,112.60513544082642,0.8976479768753052,393.1479263305664,103.41628074645996,0.875092089176178,370.2529525756836,101.09860897064209,0.8510440587997437,402.12528228759766,115.8071780204773,0.32148149609565735,347.17506408691406,109.93474245071411,0.8681432604789734,395.60646057128906,180.4914379119873,0.9148076176643372,327.30125427246094,184.09137725830078,0.9818453788757324,410.7101058959961,254.68485832214355,0.7053004503250122,326.7685317993164,277.725305557251,0.8938995599746704,443.6503219604492,289.550085067749,0.6794259548187256,406.04827880859375,303.66705894470215,0.8329960107803345,422.20458984375,310.4568386077881,0.8319262266159058,370.5583953857422,325.52103996276855,0.8802809119224548,536.1350631713867,356.8360233306885,0.7360338568687439,496.21238708496094,386.8739891052246,0.7344568371772766,517.6841735839844,513.1557655334473,0.0010000000474974513,492.50415802001953,533.6000633239746,0.0010000000474974513
